WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2024-06-29,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,17774.0,Demonstrations,1334.0,29.3576,53.3176
2024-07-13,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,33595.0,Demonstrations,1334.0,29.3576,53.3176
2024-07-20,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2024-07-27,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2024-08-03,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,34949.0,Demonstrations,1334.0,29.3576,53.3176
2024-08-10,Middle East,Iran,Fars,Protests,Peaceful protest,8,0,103583.0,Demonstrations,1334.0,29.3576,53.3176
2024-08-17,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,27028.0,Demonstrations,1334.0,29.3576,53.3176
2024-08-24,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,23235.0,Demonstrations,1334.0,29.3576,53.3176
2024-08-31,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,8244.0,Demonstrations,1334.0,29.3576,53.3176
2024-09-07,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,22582.0,Demonstrations,1334.0,29.3576,53.3176
2024-09-14,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18917.0,Demonstrations,1334.0,29.3576,53.3176
2024-09-21,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,39361.0,Demonstrations,1334.0,29.3576,53.3176
2024-09-28,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,31212.0,Demonstrations,1334.0,29.3576,53.3176
2024-10-05,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,22582.0,Demonstrations,1334.0,29.3576,53.3176
2024-10-12,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18917.0,Demonstrations,1334.0,29.3576,53.3176
2024-10-19,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18917.0,Demonstrations,1334.0,29.3576,53.3176
2024-10-26,Middle East,Iran,Fars,Protests,Peaceful protest,9,0,70094.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-02,Middle East,Iran,Fars,Protests,Peaceful protest,7,0,47177.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-09,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,34949.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-16,Middle East,Iran,Fars,Protests,Peaceful protest,7,0,50312.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-23,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-30,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,34072.0,Demonstrations,1334.0,29.3576,53.3176
2024-12-07,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2024-12-14,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,22582.0,Demonstrations,1334.0,29.3576,53.3176
2024-12-21,Middle East,Iran,Fars,Protests,Peaceful protest,6,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2024-12-28,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18691.0,Demonstrations,1334.0,29.3576,53.3176
2025-01-04,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-01-11,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,23469.0,Demonstrations,1334.0,29.3576,53.3176
2025-01-18,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-01-25,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-02-01,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-02-15,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-03-01,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,19111.0,Demonstrations,1334.0,29.3576,53.3176
2025-03-08,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-03-15,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-03-22,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,54229.0,Demonstrations,1334.0,29.3576,53.3176
2025-04-05,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-04-12,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,27639.0,Demonstrations,1334.0,29.3576,53.3176
2025-04-19,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,7416.0,Demonstrations,1334.0,29.3576,53.3176
2025-04-26,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,33374.0,Demonstrations,1334.0,29.3576,53.3176
2025-05-03,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,30379.0,Demonstrations,1334.0,29.3576,53.3176
2025-05-10,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,34402.0,Demonstrations,1334.0,29.3576,53.3176
2025-05-17,Middle East,Iran,Fars,Protests,Peaceful protest,7,0,56160.0,Demonstrations,1334.0,29.3576,53.3176
2025-05-24,Middle East,Iran,Fars,Protests,Peaceful protest,9,0,99360.0,Demonstrations,1334.0,29.3576,53.3176
2025-05-31,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,26219.0,Demonstrations,1334.0,29.3576,53.3176
2025-06-07,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,35305.0,Demonstrations,1334.0,29.3576,53.3176
2025-06-14,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,22808.0,Demonstrations,1334.0,29.3576,53.3176
2025-06-21,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-07-19,Middle East,Iran,Fars,Protests,Peaceful protest,7,0,100554.0,Demonstrations,1334.0,29.3576,53.3176
2025-07-26,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,34414.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-02,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,33374.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-09,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,12448.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-16,Middle East,Iran,Fars,Protests,Peaceful protest,4,0,52844.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-23,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-30,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,35305.0,Demonstrations,1334.0,29.3576,53.3176
2025-09-06,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-09-13,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-09-20,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-09-27,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-10-04,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-10-11,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-10-18,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-10-25,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,35305.0,Demonstrations,1334.0,29.3576,53.3176
2025-11-01,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-11-08,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,64583.0,Demonstrations,1334.0,29.3576,53.3176
2025-11-15,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,26311.0,Demonstrations,1334.0,29.3576,53.3176
2025-11-29,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-12-06,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2025-12-13,Middle East,Iran,Fars,Protests,Peaceful protest,6,0,64153.0,Demonstrations,1334.0,29.3576,53.3176
2025-12-20,Middle East,Iran,Fars,Protests,Peaceful protest,3,0,31972.0,Demonstrations,1334.0,29.3576,53.3176
2025-12-27,Middle East,Iran,Fars,Protests,Peaceful protest,9,0,64685.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-03,Middle East,Iran,Fars,Protests,Peaceful protest,15,0,164147.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-10,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,27926.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-31,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,,Demonstrations,1334.0,29.3576,53.3176
2026-02-07,Middle East,Iran,Fars,Protests,Peaceful protest,1,0,,Demonstrations,1334.0,29.3576,53.3176
2026-02-21,Middle East,Iran,Fars,Protests,Peaceful protest,2,0,,Demonstrations,1334.0,29.3576,53.3176
2026-02-28,Middle East,Iran,Fars,Protests,Peaceful protest,5,0,,Demonstrations,1334.0,29.3576,53.3176
2026-03-07,Middle East,Iran,Fars,Protests,Peaceful protest,7,0,,Demonstrations,1334.0,29.3576,53.3176
2017-01-14,Middle East,Iran,Fars,Protests,Protest with intervention,2,0,17243.0,Demonstrations,1334.0,29.3576,53.3176
2017-04-22,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,12000.0,Demonstrations,1334.0,29.3576,53.3176
2017-12-30,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,13573.0,Demonstrations,1334.0,29.3576,53.3176
2018-01-13,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,12167.0,Demonstrations,1334.0,29.3576,53.3176
2018-04-14,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,19498.0,Demonstrations,1334.0,29.3576,53.3176
2018-07-28,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,17508.0,Demonstrations,1334.0,29.3576,53.3176
2019-03-02,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,19686.0,Demonstrations,1334.0,29.3576,53.3176
2020-01-11,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,17919.0,Demonstrations,1334.0,29.3576,53.3176
2020-06-06,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,10569.0,Demonstrations,1334.0,29.3576,53.3176
2021-05-08,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18022.0,Demonstrations,1334.0,29.3576,53.3176
2021-05-22,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18022.0,Demonstrations,1334.0,29.3576,53.3176
2021-06-12,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18022.0,Demonstrations,1334.0,29.3576,53.3176
2021-12-18,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18022.0,Demonstrations,1334.0,29.3576,53.3176
2022-01-08,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-01-29,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-02-19,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-06-18,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-09-24,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-10-01,Middle East,Iran,Fars,Protests,Protest with intervention,2,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-10-08,Middle East,Iran,Fars,Protests,Protest with intervention,2,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-10-22,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2022-11-12,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,8866.0,Demonstrations,1334.0,29.3576,53.3176
2022-11-19,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18231.0,Demonstrations,1334.0,29.3576,53.3176
2023-03-04,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18473.0,Demonstrations,1334.0,29.3576,53.3176
2025-08-16,Middle East,Iran,Fars,Protests,Protest with intervention,1,0,18883.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-03,Middle East,Iran,Fars,Protests,Protest with intervention,2,0,11219.0,Demonstrations,1334.0,29.3576,53.3176
2018-05-05,Middle East,Iran,Fars,Riots,Mob violence,1,0,47296.0,Political violence,1334.0,29.3576,53.3176
2020-03-28,Middle East,Iran,Fars,Riots,Mob violence,1,5,78443.0,Political violence,1334.0,29.3576,53.3176
2022-03-19,Middle East,Iran,Fars,Riots,Mob violence,1,0,27747.0,Political violence,1334.0,29.3576,53.3176
2023-05-06,Middle East,Iran,Fars,Riots,Mob violence,1,0,48145.0,Political violence,1334.0,29.3576,53.3176
2023-09-16,Middle East,Iran,Fars,Riots,Mob violence,1,1,2657.0,Political violence,1334.0,29.3576,53.3176
2023-12-23,Middle East,Iran,Fars,Riots,Mob violence,1,0,80835.0,Political violence,1334.0,29.3576,53.3176
2025-06-28,Middle East,Iran,Fars,Riots,Mob violence,1,0,82599.0,Political violence,1334.0,29.3576,53.3176
2025-08-23,Middle East,Iran,Fars,Riots,Mob violence,1,0,47916.0,Political violence,1334.0,29.3576,53.3176
2017-07-01,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,29584.0,Demonstrations,1334.0,29.3576,53.3176
2017-11-25,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,29584.0,Demonstrations,1334.0,29.3576,53.3176
2017-12-30,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,75546.0,Demonstrations,1334.0,29.3576,53.3176
2018-05-12,Middle East,Iran,Fars,Riots,Violent demonstration,3,2,47296.0,Demonstrations,1334.0,29.3576,53.3176
2018-05-26,Middle East,Iran,Fars,Riots,Violent demonstration,2,0,30441.0,Demonstrations,1334.0,29.3576,53.3176
2018-07-07,Middle East,Iran,Fars,Riots,Violent demonstration,1,1,3170.0,Demonstrations,1334.0,29.3576,53.3176
2018-07-28,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,76677.0,Demonstrations,1334.0,29.3576,53.3176
2019-11-02,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,6695.0,Demonstrations,1334.0,29.3576,53.3176
2019-11-09,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,77623.0,Demonstrations,1334.0,29.3576,53.3176
2019-11-16,Middle East,Iran,Fars,Riots,Violent demonstration,7,18,183665.0,Demonstrations,1334.0,29.3576,53.3176
2021-06-12,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,78881.0,Demonstrations,1334.0,29.3576,53.3176
2022-09-17,Middle East,Iran,Fars,Riots,Violent demonstration,2,2,79787.0,Demonstrations,1334.0,29.3576,53.3176
2022-09-24,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,23478.0,Demonstrations,1334.0,29.3576,53.3176
2022-10-01,Middle East,Iran,Fars,Riots,Violent demonstration,2,0,118402.0,Demonstrations,1334.0,29.3576,53.3176
2022-10-29,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,79787.0,Demonstrations,1334.0,29.3576,53.3176
2022-11-12,Middle East,Iran,Fars,Riots,Violent demonstration,5,6,149344.0,Demonstrations,1334.0,29.3576,53.3176
2022-12-10,Middle East,Iran,Fars,Riots,Violent demonstration,2,0,113823.0,Demonstrations,1334.0,29.3576,53.3176
2023-01-07,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,80835.0,Demonstrations,1334.0,29.3576,53.3176
2023-12-02,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,80835.0,Demonstrations,1334.0,29.3576,53.3176
2024-11-23,Middle East,Iran,Fars,Riots,Violent demonstration,1,5,4846.0,Demonstrations,1334.0,29.3576,53.3176
2025-12-27,Middle East,Iran,Fars,Riots,Violent demonstration,2,2,120400.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-03,Middle East,Iran,Fars,Riots,Violent demonstration,12,1932,325046.0,Demonstrations,1334.0,29.3576,53.3176
2026-01-10,Middle East,Iran,Fars,Riots,Violent demonstration,1,0,83313.0,Demonstrations,1334.0,29.3576,53.3176
2016-08-13,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2019-11-16,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2022-06-11,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2022-07-16,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2023-05-13,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2025-06-14,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2026-02-07,Middle East,Iran,Fars,Strategic developments,Arrests,1,0,,Strategic developments,1334.0,29.3576,53.3176
2020-10-10,Middle East,Iran,Fars,Strategic developments,Change to group/activity,1,0,,Strategic developments,1334.0,29.3576,53.3176
2020-11-14,Middle East,Iran,Fars,Strategic developments,Change to group/activity,1,0,,Strategic developments,1334.0,29.3576,53.3176
2023-09-23,Middle East,Iran,Fars,Strategic developments,Change to group/activity,3,0,,Strategic developments,1334.0,29.3576,53.3176
2022-10-22,Middle East,Iran,Fars,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1334.0,29.3576,53.3176
2025-06-14,Middle East,Iran,Fars,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1334.0,29.3576,53.3176
2025-06-21,Middle East,Iran,Fars,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1334.0,29.3576,53.3176
2026-02-28,Middle East,Iran,Fars,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1334.0,29.3576,53.3176
2026-03-07,Middle East,Iran,Fars,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1334.0,29.3576,53.3176
2026-02-28,Middle East,Iran,Fars,Strategic developments,Looting/property destruction,2,0,,Strategic developments,1334.0,29.3576,53.3176
2023-03-04,Middle East,Iran,Fars,Strategic developments,Other,8,0,,Strategic developments,1334.0,29.3576,53.3176
2023-04-01,Middle East,Iran,Fars,Strategic developments,Other,1,0,,Strategic developments,1334.0,29.3576,53.3176
2023-04-15,Middle East,Iran,Fars,Strategic developments,Other,1,0,,Strategic developments,1334.0,29.3576,53.3176
2025-08-16,Middle East,Iran,Fars,Strategic developments,Other,1,0,,Strategic developments,1334.0,29.3576,53.3176
2026-03-07,Middle East,Iran,Fars,Strategic developments,Other,1,0,,Strategic developments,1334.0,29.3576,53.3176
2016-04-23,Middle East,Iran,Fars,Violence against civilians,Attack,1,0,36249.0,Political violence,1334.0,29.3576,53.3176
2019-08-24,Middle East,Iran,Fars,Violence against civilians,Attack,1,1,15878.0,Political violence,1334.0,29.3576,53.3176
2020-07-18,Middle East,Iran,Fars,Violence against civilians,Attack,1,3,94265.0,Political violence,1334.0,29.3576,53.3176
2022-03-26,Middle East,Iran,Fars,Violence against civilians,Attack,1,0,79787.0,Political violence,1334.0,29.3576,53.3176
2022-10-22,Middle East,Iran,Fars,Violence against civilians,Attack,1,15,469629.0,Political violence,1334.0,29.3576,53.3176
2022-11-12,Middle East,Iran,Fars,Violence against civilians,Attack,1,0,79787.0,Political violence,1334.0,29.3576,53.3176
2022-11-19,Middle East,Iran,Fars,Violence against civilians,Attack,1,1,71241.0,Political violence,1334.0,29.3576,53.3176
2022-12-03,Middle East,Iran,Fars,Violence against civilians,Attack,1,1,73159.0,Political violence,1334.0,29.3576,53.3176
2023-05-06,Middle East,Iran,Fars,Violence against civilians,Attack,1,2,97640.0,Political violence,1334.0,29.3576,53.3176
2023-08-12,Middle East,Iran,Fars,Violence against civilians,Attack,1,4,475638.0,Political violence,1334.0,29.3576,53.3176
2025-05-24,Middle East,Iran,Fars,Violence against civilians,Attack,1,1,485729.0,Political violence,1334.0,29.3576,53.3176
2026-02-07,Middle East,Iran,Fars,Violence against civilians,Attack,1,0,,Political violence,1334.0,29.3576,53.3176
2025-06-14,Middle East,Iran,Gilan,Explosions/Remote violence,Air/drone strike,3,0,444821.0,Political violence,1335.0,37.5092,49.0189
2025-06-21,Middle East,Iran,Gilan,Explosions/Remote violence,Air/drone strike,3,18,618328.0,Political violence,1335.0,37.5092,49.0189
2026-02-28,Middle East,Iran,Gilan,Explosions/Remote violence,Air/drone strike,2,0,,Political violence,1335.0,37.5092,49.0189
2022-10-01,Middle East,Iran,Gilan,Protests,Excessive force against protesters,1,1,8684.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2022-10-08,Middle East,Iran,Gilan,Protests,Excessive force against protesters,1,0,9764.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2022-11-05,Middle East,Iran,Gilan,Protests,Excessive force against protesters,1,0,19775.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2022-11-12,Middle East,Iran,Gilan,Protests,Excessive force against protesters,2,2,20549.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2022-11-26,Middle East,Iran,Gilan,Protests,Excessive force against protesters,1,1,7269.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2026-01-03,Middle East,Iran,Gilan,Protests,Excessive force against protesters,15,35,85787.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2026-01-10,Middle East,Iran,Gilan,Protests,Excessive force against protesters,1,1,20674.0,Political violence; Demonstrations,1335.0,37.5092,49.0189
2016-01-02,Middle East,Iran,Gilan,Protests,Peaceful protest,4,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-01-09,Middle East,Iran,Gilan,Protests,Peaceful protest,3,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-01-30,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,4262.0,Demonstrations,1335.0,37.5092,49.0189
2016-02-13,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,4138.0,Demonstrations,1335.0,37.5092,49.0189
2016-03-05,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-03-12,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,6610.0,Demonstrations,1335.0,37.5092,49.0189
2016-04-23,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,4262.0,Demonstrations,1335.0,37.5092,49.0189
2016-05-07,Middle East,Iran,Gilan,Protests,Peaceful protest,3,0,20781.0,Demonstrations,1335.0,37.5092,49.0189
2016-05-14,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,4262.0,Demonstrations,1335.0,37.5092,49.0189
2016-05-28,Middle East,Iran,Gilan,Protests,Peaceful protest,4,0,4499.0,Demonstrations,1335.0,37.5092,49.0189
2016-06-04,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,20781.0,Demonstrations,1335.0,37.5092,49.0189
2016-06-25,Middle East,Iran,Gilan,Protests,Peaceful protest,5,0,30852.0,Demonstrations,1335.0,37.5092,49.0189
2016-07-09,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-07-23,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-07-30,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-08-06,Middle East,Iran,Gilan,Protests,Peaceful protest,6,0,11052.0,Demonstrations,1335.0,37.5092,49.0189
2016-08-13,Middle East,Iran,Gilan,Protests,Peaceful protest,6,0,4499.0,Demonstrations,1335.0,37.5092,49.0189
2016-08-20,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-08-27,Middle East,Iran,Gilan,Protests,Peaceful protest,5,0,22714.0,Demonstrations,1335.0,37.5092,49.0189
2016-09-03,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,11481.0,Demonstrations,1335.0,37.5092,49.0189
2016-09-17,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,6610.0,Demonstrations,1335.0,37.5092,49.0189
2016-09-24,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,25062.0,Demonstrations,1335.0,37.5092,49.0189
2016-10-01,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-10-08,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,4475.0,Demonstrations,1335.0,37.5092,49.0189
2016-10-29,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18452.0,Demonstrations,1335.0,37.5092,49.0189
2016-11-05,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,4475.0,Demonstrations,1335.0,37.5092,49.0189
2016-11-12,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,22927.0,Demonstrations,1335.0,37.5092,49.0189
2016-11-19,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,6790.0,Demonstrations,1335.0,37.5092,49.0189
2016-12-10,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,7219.0,Demonstrations,1335.0,37.5092,49.0189
2016-12-17,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,2329.0,Demonstrations,1335.0,37.5092,49.0189
2016-12-24,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,8138.0,Demonstrations,1335.0,37.5092,49.0189
2016-12-31,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
2017-01-14,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,21112.0,Demonstrations,1335.0,37.5092,49.0189
2017-01-21,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
2017-01-28,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
2017-02-04,Middle East,Iran,Gilan,Protests,Peaceful protest,2,0,21299.0,Demonstrations,1335.0,37.5092,49.0189
2017-03-04,Middle East,Iran,Gilan,Protests,Peaceful protest,3,0,2365.0,Demonstrations,1335.0,37.5092,49.0189
2017-03-11,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
2017-05-13,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,6877.0,Demonstrations,1335.0,37.5092,49.0189
2017-05-20,Middle East,Iran,Gilan,Protests,Peaceful protest,3,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
2017-06-10,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,9269.0,Demonstrations,1335.0,37.5092,49.0189
2017-06-17,Middle East,Iran,Gilan,Protests,Peaceful protest,1,0,18747.0,Demonstrations,1335.0,37.5092,49.0189
